Matchday,Date,Team 1,FT,Team 2
1,Fri Jul 31 1987,Bayer 04 Leverkusen,1-0,SV Waldhof Mannheim
1,Fri Jul 31 1987,KFC Uerdingen,0-2,1. FC Nürnberg
1,Fri Jul 31 1987,VfL Bochum,1-2,Bor. Mönchengladbach
1,Sat Aug 1 1987,Borussia Dortmund,1-3,Bayern München
1,Sat Aug 1 1987,VfB Stuttgart,2-1,FC 08 Homburg
1,Sat Aug 1 1987,1. FC Kaiserslautern,2-2,Eintracht Frankfurt
1,Sat Aug 1 1987,Karlsruher SC,1-1,1. FC Köln
1,Sat Aug 1 1987,Hannover 96,0-1,Werder Bremen
1,Sat Aug 1 1987,Hamburger SV,5-2,FC Schalke 04
2,Thu Aug 6 1987,SV Waldhof Mannheim,1-0,Borussia Dortmund
2,Fri Aug 7 1987,1. FC Köln,2-1,1. FC Kaiserslautern
2,Fri Aug 7 1987,Eintracht Frankfurt,0-1,VfL Bochum
2,Sat Aug 8 1987,Werder Bremen,2-0,Karlsruher SC
2,Sat Aug 8 1987,FC Schalke 04,0-2,Hannover 96
2,Sat Aug 8 1987,1. FC Nürnberg,0-0,VfB Stuttgart
2,Sat Aug 8 1987,FC 08 Homburg,1-1,Bayer 04 Leverkusen
2,Sat Aug 8 1987,Bayern München,6-0,Hamburger SV
2,Sat Aug 8 1987,Bor. Mönchengladbach,2-1,KFC Uerdingen
3,Fri Aug 14 1987,Borussia Dortmund,2-0,FC 08 Homburg
3,Fri Aug 14 1987,KFC Uerdingen,3-0,Eintracht Frankfurt
3,Sat Aug 15 1987,Bayern München,2-1,SV Waldhof Mannheim
3,Sat Aug 15 1987,Bayer 04 Leverkusen,1-1,1. FC Nürnberg
3,Sat Aug 15 1987,VfL Bochum,0-0,1. FC Köln
3,Sat Aug 15 1987,1. FC Kaiserslautern,0-0,Werder Bremen
3,Sat Aug 15 1987,Karlsruher SC,4-1,FC Schalke 04
3,Sat Aug 15 1987,VfB Stuttgart,6-0,Bor. Mönchengladbach
3,Tue Aug 18 1987,Hamburger SV,3-3,Hannover 96
4,Wed Aug 19 1987,Eintracht Frankfurt,0-2,VfB Stuttgart
4,Fri Aug 21 1987,Bor. Mönchengladbach,2-1,Bayer 04 Leverkusen
4,Fri Aug 21 1987,1. FC Nürnberg,0-0,Borussia Dortmund
4,Sat Aug 22 1987,FC Schalke 04,5-0,1. FC Kaiserslautern
4,Sat Aug 22 1987,1. FC Köln,2-0,KFC Uerdingen
4,Sat Aug 22 1987,FC 08 Homburg,3-2,Bayern München
4,Sat Aug 22 1987,SV Waldhof Mannheim,2-2,Hamburger SV
4,Sat Aug 22 1987,Hannover 96,3-2,Karlsruher SC
4,Sat Aug 22 1987,Werder Bremen,0-0,VfL Bochum
5,Tue Aug 25 1987,Bayer 04 Leverkusen,1-3,Eintracht Frankfurt
5,Tue Aug 25 1987,VfB Stuttgart,0-2,1. FC Köln
5,Tue Aug 25 1987,KFC Uerdingen,1-2,Werder Bremen
5,Tue Aug 25 1987,VfL Bochum,1-3,FC Schalke 04
5,Tue Aug 25 1987,SV Waldhof Mannheim,0-0,FC 08 Homburg
5,Wed Aug 26 1987,Borussia Dortmund,1-1,Bor. Mönchengladbach
5,Wed Aug 26 1987,1. FC Kaiserslautern,4-1,Hannover 96
5,Wed Aug 26 1987,Bayern München,1-0,1. FC Nürnberg
5,Wed Aug 26 1987,Hamburger SV,0-4,Karlsruher SC
6,Tue Sep 1 1987,FC 08 Homburg,0-2,Hamburger SV
6,Tue Sep 1 1987,FC Schalke 04,2-1,KFC Uerdingen
6,Tue Sep 1 1987,Eintracht Frankfurt,0-0,Borussia Dortmund
6,Tue Sep 1 1987,Karlsruher SC,1-0,1. FC Kaiserslautern
6,Tue Sep 1 1987,Hannover 96,1-0,VfL Bochum
6,Wed Sep 2 1987,1. FC Köln,0-0,Bayer 04 Leverkusen
6,Wed Sep 2 1987,Bor. Mönchengladbach,2-0,Bayern München
6,Wed Sep 2 1987,1. FC Nürnberg,1-1,SV Waldhof Mannheim
6,Wed Sep 2 1987,Werder Bremen,5-1,VfB Stuttgart
7,Fri Sep 4 1987,VfL Bochum,5-0,Karlsruher SC
7,Fri Sep 4 1987,Hamburger SV,5-1,1. FC Kaiserslautern
7,Sat Sep 5 1987,Borussia Dortmund,1-2,1. FC Köln
7,Sat Sep 5 1987,Bayer 04 Leverkusen,1-3,Werder Bremen
7,Sat Sep 5 1987,VfB Stuttgart,4-0,FC Schalke 04
7,Sat Sep 5 1987,KFC Uerdingen,1-0,Hannover 96
7,Sat Sep 5 1987,FC 08 Homburg,0-4,1. FC Nürnberg
7,Sat Sep 5 1987,SV Waldhof Mannheim,0-3,Bor. Mönchengladbach
7,Sat Sep 5 1987,Bayern München,3-2,Eintracht Frankfurt
8,Fri Sep 11 1987,Eintracht Frankfurt,5-1,SV Waldhof Mannheim
8,Fri Sep 11 1987,1. FC Kaiserslautern,4-2,VfL Bochum
8,Fri Sep 11 1987,Werder Bremen,4-0,Borussia Dortmund
8,Sat Sep 12 1987,FC Schalke 04,2-2,Bayer 04 Leverkusen
8,Sat Sep 12 1987,1. FC Köln,3-1,Bayern München
8,Sat Sep 12 1987,Bor. Mönchengladbach,2-0,FC 08 Homburg
8,Sat Sep 12 1987,1. FC Nürnberg,2-2,Hamburger SV
8,Sat Sep 12 1987,Karlsruher SC,1-0,KFC Uerdingen
8,Sat Sep 12 1987,Hannover 96,3-3,VfB Stuttgart
9,Thu Sep 17 1987,FC 08 Homburg,5-2,Eintracht Frankfurt
9,Fri Sep 18 1987,KFC Uerdingen,3-1,1. FC Kaiserslautern
9,Fri Sep 18 1987,SV Waldhof Mannheim,0-0,1. FC Köln
9,Sat Sep 19 1987,Hamburger SV,2-2,VfL Bochum
9,Sat Sep 19 1987,Borussia Dortmund,4-1,FC Schalke 04
9,Sat Sep 19 1987,VfB Stuttgart,2-2,Karlsruher SC
9,Sat Sep 19 1987,1. FC Nürnberg,3-0,Bor. Mönchengladbach
9,Sat Sep 19 1987,Bayern München,2-1,Werder Bremen
9,Sat Sep 19 1987,Bayer 04 Leverkusen,2-0,Hannover 96
10,Fri Sep 25 1987,Hannover 96,2-3,Borussia Dortmund
10,Fri Sep 25 1987,Werder Bremen,3-1,SV Waldhof Mannheim
10,Sat Sep 26 1987,FC Schalke 04,1-4,Bayern München
10,Sat Sep 26 1987,1. FC Köln,3-0,FC 08 Homburg
10,Sat Sep 26 1987,Eintracht Frankfurt,3-1,1. FC Nürnberg
10,Sat Sep 26 1987,Bor. Mönchengladbach,8-2,Hamburger SV
