Date,Team 1,Team 2,FT,HT
1999-08-13,Chemnitz,M'gladbach,2-0,0-0
1999-08-13,Cottbus,FC Köln,2-0,0-0
1999-08-13,Mainz,Offenbach,1-1,1-1
1999-08-13,St Pauli,Greuther Fürth,0-0,0-0
1999-08-14,FC Köln,Oberhausen,1-0,0-0
1999-08-15,Aachen,Stuttgarter K,4-1,1-1
1999-08-15,Hannover,TB Berlin,2-3,2-2
1999-08-15,Nürnberg,Mannheim,3-0,1-0
1999-08-16,Karlsruhe,Bochum,1-3,0-1
1999-08-20,Bochum,Aachen,5-0,1-0
1999-08-20,Greuther Fürth,FC Köln,0-0,0-0
1999-08-20,Mannheim,Chemnitz,4-0,2-0
1999-08-21,TB Berlin,Karlsruhe,2-2,1-1
1999-08-22,FC Köln,Mainz,2-1,1-1
1999-08-22,M'gladbach,Hannover,2-3,1-1
1999-08-22,Oberhausen,Cottbus,0-4,0-1
1999-08-22,Stuttgarter K,St Pauli,2-1,1-0
1999-08-23,Offenbach,Nürnberg,1-3,1-0
1999-08-27,Chemnitz,Offenbach,3-0,1-0
1999-08-27,FC Köln,Stuttgarter K,4-1,2-1
1999-08-27,Hannover,Mannheim,2-2,1-0
1999-08-28,Aachen,TB Berlin,2-2,0-0
1999-08-29,Cottbus,Mainz,3-0,2-0
1999-08-29,Nürnberg,FC Köln,2-1,1-0
1999-08-29,Oberhausen,Greuther Fürth,3-4,3-1
1999-08-29,St Pauli,Bochum,0-0,0-0
1999-08-30,Karlsruhe,M'gladbach,3-0,1-0
1999-09-10,Mannheim,Karlsruhe,1-1,1-1
1999-09-10,Offenbach,Hannover,0-2,0-1
1999-09-10,TB Berlin,St Pauli,2-0,0-0
1999-09-11,M'gladbach,Aachen,1-2,1-2
1999-09-12,FC Köln,Chemnitz,1-0,1-0
1999-09-12,Greuther Fürth,Cottbus,1-0,0-0
1999-09-12,Mainz,Nürnberg,1-1,1-0
1999-09-12,Stuttgarter K,Oberhausen,2-2,0-2
1999-09-13,Bochum,FC Köln,2-3,1-1
1999-09-17,Karlsruhe,Offenbach,1-1,0-1
1999-09-17,Oberhausen,Bochum,3-0,1-0
1999-09-17,St Pauli,M'gladbach,0-2,0-2
1999-09-18,Chemnitz,Mainz,1-1,1-0
1999-09-19,Aachen,Mannheim,2-1,0-1
1999-09-19,Cottbus,Nürnberg,2-0,1-0
1999-09-19,Greuther Fürth,Stuttgarter K,0-0,0-0
1999-09-19,Hannover,FC Köln,3-1,2-0
1999-09-20,FC Köln,TB Berlin,1-1,0-1
1999-09-24,Bochum,Greuther Fürth,1-2,0-1
1999-09-24,Mainz,Hannover,1-0,0-0
1999-09-24,Nürnberg,Chemnitz,1-0,1-0
1999-09-25,FC Köln,Karlsruhe,2-3,1-1
1999-09-26,Mannheim,St Pauli,1-3,1-1
1999-09-26,Offenbach,Aachen,1-2,0-0
1999-09-26,Stuttgarter K,Cottbus,1-0,0-0
