Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 5 2011,Borussia Dortmund,3-1,Hamburger SV
1,Sat Aug 6 2011,1. FC Köln,0-3,VfL Wolfsburg
1,Sat Aug 6 2011,Hannover 96,2-1,TSG 1899 Hoffenheim
1,Sat Aug 6 2011,Werder Bremen,2-0,1. FC Kaiserslautern
1,Sat Aug 6 2011,VfB Stuttgart,3-0,FC Schalke 04
1,Sat Aug 6 2011,FC Augsburg,2-2,SC Freiburg
1,Sat Aug 6 2011,Hertha BSC,0-1,1. FC Nürnberg
1,Sun Aug 7 2011,1. FSV Mainz 05,2-0,Bayer 04 Leverkusen
1,Sun Aug 7 2011,Bayern München,0-1,Bor. Mönchengladbach
2,Sat Aug 13 2011,Hamburger SV,2-2,Hertha BSC
2,Sat Aug 13 2011,SC Freiburg,1-2,1. FSV Mainz 05
2,Sat Aug 13 2011,TSG 1899 Hoffenheim,1-0,Borussia Dortmund
2,Sat Aug 13 2011,FC Schalke 04,5-1,1. FC Köln
2,Sat Aug 13 2011,Bor. Mönchengladbach,1-1,VfB Stuttgart
2,Sat Aug 13 2011,VfL Wolfsburg,0-1,Bayern München
2,Sat Aug 13 2011,1. FC Nürnberg,1-2,Hannover 96
2,Sun Aug 14 2011,1. FC Kaiserslautern,1-1,FC Augsburg
2,Sun Aug 14 2011,Bayer 04 Leverkusen,1-0,Werder Bremen
3,Fri Aug 19 2011,Bor. Mönchengladbach,4-1,VfL Wolfsburg
3,Sat Aug 20 2011,Borussia Dortmund,2-0,1. FC Nürnberg
3,Sat Aug 20 2011,VfB Stuttgart,0-1,Bayer 04 Leverkusen
3,Sat Aug 20 2011,Bayern München,5-0,Hamburger SV
3,Sat Aug 20 2011,FC Augsburg,0-2,TSG 1899 Hoffenheim
3,Sat Aug 20 2011,1. FC Köln,1-1,1. FC Kaiserslautern
3,Sat Aug 20 2011,Werder Bremen,5-3,SC Freiburg
3,Sun Aug 21 2011,1. FSV Mainz 05,2-4,FC Schalke 04
3,Sun Aug 21 2011,Hannover 96,1-1,Hertha BSC
4,Fri Aug 26 2011,Hertha BSC,1-0,VfB Stuttgart
4,Sat Aug 27 2011,Bayer 04 Leverkusen,0-0,Borussia Dortmund
4,Sat Aug 27 2011,1. FC Nürnberg,1-0,FC Augsburg
4,Sat Aug 27 2011,Hamburger SV,3-4,1. FC Köln
4,Sat Aug 27 2011,TSG 1899 Hoffenheim,1-2,Werder Bremen
4,Sat Aug 27 2011,SC Freiburg,3-0,VfL Wolfsburg
4,Sat Aug 27 2011,1. FC Kaiserslautern,0-3,Bayern München
4,Sun Aug 28 2011,Hannover 96,1-1,1. FSV Mainz 05
4,Sun Aug 28 2011,FC Schalke 04,1-0,Bor. Mönchengladbach
5,Fri Sep 9 2011,FC Augsburg,1-4,Bayer 04 Leverkusen
